block,steth_pool_balance,eth_pool_balance
13250904,724860.2301983797,482953.4456443809
13250964,724863.7700831034,482949.9364239498
13251154,724917.7436839149,482946.10966845835
13251192,724953.9276892118,483030.7695383684
13251337,724960.5134338675,483027.7817578322
13251350,724985.5883338675,483002.92408201896
13251396,724986.1592603239,483002.35810209496
13251405,724974.8848366572,483013.5393205474
13251432,724973.9332531019,483026.4816028167
13251526,724962.8415759449,483037.4816028167
13251579,724963.7919883361,483039.6492860227
13251647,724950.1637353222,483055.15660721355
13251695,724954.9637353221,483050.3981777764
13252010,724955.0194656107,483100.3369498041
13252063,724950.5828123281,483104.73694980406
13252096,724935.1553713046,483120.0369498041
13252325,724927.9913554076,483133.2120681433
13252360,724930.956633816,483129.27233760146
13252683,724954.1281866928,483155.28689099144
13252868,724953.9485474525,483158.98968794936
13252891,724985.1408013494,483158.79662740557
13252917,724986.1802013494,483156.76658415905
13252978,724986.0503351663,483170.16083480034
13253438,724934.3300473964,482997.52446763957
13253442,724934.2897140017,482997.5644676396
13253486,724989.5211735048,482942.81158019125
13253909,724985.4545296426,483500.3834663405
13253991,724985.4927207374,483524.8553107969
13254044,725085.4860224031,483425.72622371226
13254054,725160.4777109511,483351.63316508546
13254062,725235.6017240017,483277.15940881387
13254073,725238.6017240017,483274.18538556923
13254091,725240.6413240017,483272.16344671254
13254203,725241.6403867885,483271.1730350535
13254242,725238.3299775893,483274.45609201345
13254302,725240.3383350386,483272.4651251278
13254309,725145.6374812104,483366.3838717478
13254314,725151.6374812103,483360.435782572
13254389,725149.6208331145,483361.93382554065
13254396,725146.5651793773,483874.903327583
13254450,725145.5560656114,483886.9482859785
13254457,725146.4257983724,483886.0860558629
13254523,725142.8458532462,483889.63653946284
13254805,725142.8454304944,483858.9555138317
13254811,725141.8371312806,483859.9555138317
13254974,725106.5121630408,484484.9202503375
13254996,725104.9997621978,484486.42025033745
13255060,725080.8013738592,484510.42025033745
13255066,725081.8036691543,484509.42656893143
13255077,725077.5689557177,484513.6265689314
13255331,725064.8237195335,484747.76893814886
13255345,725066.1611951919,484746.4429409865
13255427,725059.1034249209,484752.42535040807
13255501,725068.0740147539,484758.0326134536
13255507,725065.3775732175,484760.70698469353
13255536,725067.2967915024,484758.80423642293
13255539,725097.2967915024,484729.06172355
13255637,725094.2718489864,484735.02154674445
13255772,725097.5265246714,484771.0200447696
13255780,725097.5917636881,484770.95536564017
13255782,725097.6444312381,484770.90315008804
13255824,725098.6444312381,484769.9117322263
13255906,725099.1440571704,484773.9658505876
13255948,725100.4813406989,484772.64004369645
13255956,725107.4556638658,484765.1257915002
13255975,725109.4557638658,484763.97300371004
13256021,725109.6357036304,484764.7944888787
13256033,725112.0357036303,484762.41508778
13256074,725110.2639881424,484764.5109012542
13256088,725130.2639881425,484744.68257353455
13256110,725127.289635301,484747.6325735345
13256123,725240.3695370698,484734.8494829092
13256174,725240.318807863,484737.84936416196
13256225,725241.678807863,484736.50104431366
13256274,725253.0298994101,484626.1609765399
13256293,725248.4356367523,484630.7175789899
13256468,725252.4445021381,484636.1225183725
13256612,725256.6410685055,484632.0899548869
13256632,725226.393155769,484662.0899548868
13256666,725226.0236306441,484662.45645182685
13256834,725239.833140943,484651.1549143995
13256835,725241.8354197835,484649.1698402192
13256993,725237.5387423943,484734.50136979437
13256998,725242.1670346771,484729.9128278295
13257174,725249.1460532973,484724.186632317
13257287,725253.4171215883,484722.451271299
13257299,725273.4798691471,484702.56086797576
13257400,725271.3227998179,484711.2994737009
13257463,725278.2875319277,484706.3864783769
13257595,725279.1556345039,484719.5156618515
13257752,725282.3613534129,484725.2995266232
13257763,725338.3613534129,484669.7807063854
13257855,725337.780665293,483877.18192860147
13258422,725340.7504733757,483877.4206558242
13258546,725340.8504733756,483877.32151913544
13258618,725351.8130444683,483904.40678988135
13258776,725358.305206991,484021.9071798485
13258853,725349.7489006676,484042.3570673255
13258885,725359.7389006676,484032.45323926245
13259028,725356.7140073702,484034.4355915707
13259043,725357.6986575709,484033.45943502785
13259120,725360.1170127658,484031.0619410551
13259143,725360.7719920413,484030.4126118444
13259570,725466.685959735,484262.3350149665
13259571,725684.4621748911,484046.43761845754
13259575,725685.4652622108,484045.44319386577
13259802,725690.3958362595,484040.5552017524
13259825,725690.8058362595,484040.14874272485
13259834,725691.8029046225,484039.16028561705
13259899,725694.3029046226,484026.9735813294
13260015,725703.218232225,484018.78201634804
13260023,725698.0931875857,484033.78161759855
13260031,725698.1452677225,484033.729987282
13260158,725698.4425008472,484036.34196151025
13260168,725773.3836758472,483962.0482762398
13260206,725788.1217758473,483947.43756606785
13260210,725786.6093018062,483948.9375660678
13260226,725791.5063512763,483912.0799583587
13260280,725795.0175697595,483946.5945479828
13260323,725806.9175697595,483934.79742234776
13260425,725808.8306368783,483942.797024472
13260441,725803.3681443871,483948.214461362
13260449,725796.1437381929,483955.379283062
13260557,725791.6066816822,483960.87880221027
13260611,725887.6066816822,483864.7049386194
13260853,725884.9649519637,483857.0862117329
13260992,725885.4648313454,483858.5904179284
13260999,725885.8648313454,483858.1938785784
13261045,725889.072097593,483837.5040164844
13261096,725895.9370843164,483830.69843264413
13261125,725902.2626643709,483722.66864205606
13261143,725909.863464371,483713.1063556029
13261158,725913.9435131844,483709.0616384183
13261194,725915.7887627799,483708.32677451806
13261376,725918.7843595727,483778.3483779152
13261452,725925.6232577278,486184.27933729347
13261452,725925.6232577278,486184.27933729347
13261556,725925.7008223521,486184.2024351295
13261589,725927.1002816532,486182.81492834585
13261591,725928.1867654357,486181.73772412364
13261665,721809.4604314989,490267.59389343194
13261751,721942.9914606881,490392.09516529436
13261795,722092.2727171973,490244.0908427728
13261817,722099.5276756114,490236.89555737906
13261859,722104.9560554068,490231.5118294538
13261926,722179.9560554068,490157.1289893446
13262016,722186.9476728616,490321.5347564347
13262025,722186.9701728615,490321.5124414799
13262058,722194.1581018211,490314.38362975285
13262089,722095.7144012933,490393.9049278773
13262341,722103.2135043803,490401.4540908223
13262372,722128.1334518613,491288.96878255985
13262421,722123.0882918338,491393.9628506756
13262541,722136.8829678338,491380.28090968507
13262546,720121.3692301763,493380.28090968507
13262546,720121.3692301763,493380.28090968507
13262548,719113.7321040025,494380.28090968507
13262556,718609.9433512769,494880.28090968507
13262575,718610.9433512769,494879.288807662
13262617,718700.3702955869,494889.2157967023
13262620,718720.9339628515,494883.8815456436
13262630,718753.9339628514,494851.1423306117
13262634,718757.2475628514,494847.8549212457
13262644,718757.2294585087,492474.9938348291
13262713,718733.0452600063,492491.9269556942
13262764,718726.3347422667,492398.5745086112
13262802,718721.3517091369,492403.51957365114
13262845,718722.3449091369,492402.5343353713
13262915,718687.1811073424,492337.4182642506
13262924,718687.899442912,492336.7056884437
13262943,718688.699442912,492335.9121030562
13262980,718721.827442912,492303.04977602354
13262984,718719.7113097477,492305.1497760236
13263010,718714.5975567462,492310.2245437836
13263190,718715.6094182488,492313.2203243667
13263267,718728.1630898748,492300.7673419837
13263443,718729.1588839091,492372.4328253963
13263468,718725.5592065849,492376.0054264634
13263468,718725.5592065849,492376.0054264634
13263540,718782.3020543081,492341.1059490629
13263563,718772.5122862032,492350.95600920933
13263796,718804.4777727475,492435.5733236748
13263916,718589.3059392542,491787.6264173043
13263919,718599.3059392542,491777.7068278764
13263921,718609.3059392544,491767.78724626475
13263978,718608.2982350654,491768.78724626475
13264127,718609.2948842647,491823.9680276431
13264224,718618.4143842646,491814.92184811516
13264242,718628.4043832647,491805.0121758299
13264281,718628.698257717,491780.2185807118
13264374,718634.5753144624,491775.9886003885
13264383,718635.816517266,491774.7573802093
13264419,718705.1184958625,491706.0129678787
13264433,718714.1184958626,491697.0854045587
13264499,718717.6149958625,491693.61704791686
13264524,718737.6128482454,491709.7758821154
13264580,718740.1856467586,491707.22379239224
13264596,718785.5403441676,491662.23424583493
13264618,718785.87380351,491665.1259001536
13264726,718784.8654687627,491676.5252845639
13264774,718787.3777687628,491674.03321407316
13264894,718799.9708726277,491560.10149553587
13264918,718899.9847086833,491460.89396263566
13265155,718940.2157568055,491280.1206949834
13265160,718940.7491938055,491279.59156579553
13265173,718939.235828094,491310.58981895493
13265180,718939.407618354,491310.41941574815
13265217,718945.4749647198,491314.3604997645
13265229,718945.6249647199,491314.2117108841
13265261,718943.1244644806,491235.2134720791
13265353,718943.963040238,491294.3745624484
13265447,718939.4877808967,491298.8154609885
13265479,718949.4876615286,491290.8960921441
13265484,719359.4758615285,490884.2252734613
13265491,719369.5258615285,490874.25675746857
13265503,719364.4175764673,490879.3256516286
13265637,719402.982779656,490647.8529867497
13265768,719437.947779656,490559.31976593967
13265899,719447.8603606638,489859.4062741188
13266097,719463.9054081474,489864.3346707659
13266249,719455.8428306177,489872.3346707659
13266258,719581.118386917,489749.07348723395
13266281,719565.0922475462,487871.25917257805
13266281,719565.0922475462,487871.25917257805
13266312,719557.7290256486,487878.56452821806
13266322,719562.7290256486,487873.6058059497
13266509,719561.9225063331,487803.1785281081
13266621,719559.2974076282,487810.90485951776
13266705,719562.5007266094,487807.7279958839
13266813,719564.0007266094,487806.24038425833
13266827,719565.9987266094,487804.25888584944
13267065,719553.4553819542,487690.2978154565
13267151,719655.3533809542,487572.5997148847
13267170,719671.8533809542,487556.23622987745
13267173,719674.3576359543,487553.75269605493
13267181,719707.4815853635,487520.9028737683
13267223,719707.4810248559,487514.0547625036
13267469,719757.370921028,488452.72514476685
13267486,719694.8812962375,488514.7251447669
13267496,719701.5004187505,488508.1604970884
13267534,719656.6217178768,488487.8031501401
13267640,719653.3890725481,488565.73842416133
13267643,719658.344232816,488560.82402559253
13267671,719663.344232816,488555.6148579377
13267830,719673.4672070412,488441.35809211555
13267842,719681.8971070412,488432.9975935411
13267971,719681.947347115,488419.832534269
13268063,719690.997713191,488408.7877055403
13268071,719691.2672131909,488408.5204247514
13268090,719579.39085037,488519.5204247514
13268162,719579.5437660504,488519.3687669144
13268336,719577.0918700154,487873.41971063847
13268441,719565.2985978553,487893.1151691972
13268463,719568.6854236363,487895.8648772917
13268477,719579.0963542187,487889.5394148779
13268554,719636.1892550049,487907.0850657124
13268562,719636.8001161313,487906.47924818617
13268728,719640.3353972669,487099.80018062843
13268733,719640.8353972668,487099.30432810757
13268849,720787.5828943057,487099.0449312343
13268860,720726.0261456367,487160.1133732473
13268892,720726.6350987836,487159.5094908509
13268897,720712.5231960197,487173.5094908509
13268958,720712.7973584032,487523.19598090614
13269054,720713.2954402759,487504.6507303472
13269078,720702.0867463867,487515.77123031754
13269119,720816.3932169654,487763.19619308604
13269309,720817.8852452155,488011.18687335704
13269374,720838.6932452156,487990.55137875845
13269441,720853.8425214826,487990.4516023713
13269472,720854.8621492082,487988.51834622
13269509,720882.788731788,487960.8233555309
13269521,720874.7250539951,487968.8233555309
13269540,720918.7250539951,487925.1883395156
13269613,720681.123677531,487745.3827894814
13269814,720691.6191135761,487842.90451694274
13269885,720693.6725789704,487840.8680820142
13269977,720681.4677799678,487854.0680377447
13270028,720689.2909541733,487866.26524817786
13270144,720695.2738804889,487865.2900704281
13270190,720697.2738804888,487507.0000806442
13270247,720697.2680249027,487531.1460126428
13270483,720711.455365123,487264.658963023
13270532,720701.4533543206,487274.58171442384
13270709,720704.4547477335,486940.5558046557
13270833,720705.5547477335,486939.4649750985
13270868,720705.6544197336,486939.36613404535
13270996,720707.7266347336,486936.0895986338
13271077,720710.9681867335,486932.8750720001
13271121,720720.955884226,487199.43762691354
13271249,720760.9809742259,487139.72107216
13271291,720762.479474226,487138.2350533532
13271360,720764.9120705076,487135.8227188483
13271373,720774.6581526082,487126.157819306
13271422,720785.3901365924,491584.98127186566
13271428,720815.9557112796,491554.6639322417
13271452,720816.448794989,491554.17605353886
13271452,720816.448794989,491554.17605353886
13271508,720829.6367832855,491541.09519318526
13271530,720832.5616267005,491538.1941105429
13271537,720840.6116267005,491530.2095103988
13271556,720861.2512571921,491509.7375836982
13271581,720862.9503340052,491098.31897431967
13271633,720859.9470632256,491101.2989743197
13271658,720851.9162584117,491109.2675560897
13271856,720856.9256564152,490762.0614549318
13271890,720858.1726946805,490760.824593848
13271912,721058.0327276804,490562.59721274674
13272117,721075.6054447154,490545.1681968166
13272342,721090.1859519233,491116.4370544996
13272343,721093.2038744906,491113.44373398006
13272355,721099.0859726653,491107.6095886112
13272408,721164.0199898115,491048.63958763576
13272500,721166.0199898116,491017.1558131012
13272650,721168.883252855,490501.69292641745
13272784,721169.8697972744,490725.68775090366
13272785,721170.8697972744,490724.6959236798
13272834,721167.8362085546,490727.70592367975
13272887,721345.742799368,490751.22913726355
13272888,721353.781473856,490743.2561988045
13272927,721350.7579483483,490746.25619880453
13273048,721175.9680247528,490939.1254454939
13273195,721176.3364764382,490964.6569293446
13273222,721247.2652373174,490873.50880574994
13273302,721248.0245511713,490872.8556823357
13273340,721249.0107971735,490786.1171113384
13273478,721248.5068788446,490783.1249406368
13273480,721258.5068788445,490773.206670087
13273496,721265.1815788444,490766.5865264114
13273520,721169.4373347397,490861.58652641135
13273537,721161.3746946712,490869.58652641135
13273559,721242.9862395482,490883.5826621401
13273740,721243.8120925175,493795.4179228332
13273752,721307.8120925175,493731.9321169511
13273918,721320.1943961808,493719.87830579793
13273964,721219.424829255,493819.87830579793
13274112,721229.424829255,493788.24152120337
13274124,721290.308882255,493727.84661298123
13274191,721293.308882255,493724.8707225528
13274207,721313.3088822549,493705.03147093736
13274214,721308.2703818859,493707.0583393051
13274226,721318.8041714513,493741.0582538534
13274232,721348.8041714511,493711.299389869
13274324,721341.3737356191,493791.29737456824
13274558,721381.6924912662,493762.95394605515
13274598,721350.8943549594,493819.513757346
13274612,721347.8712674786,493822.5137573461
13275152,721348.847349723,494124.45210411405
13275208,721349.8472334563,494125.4100085687
13275353,721350.8464835609,494138.8170681048
13275417,721351.8606201122,494137.8110642189
13275423,721356.3357666993,494133.3718061314
13275560,721356.2920629912,494136.3463227195
13275587,721470.045933814,494068.56605580886
13275595,721499.8870158321,494038.9645220606
13275595,721499.8870158321,494038.9645220606
13275661,721491.8254951024,494046.96452206053
13275686,721492.1201843856,494046.67219854606
13275701,721488.6770987364,494060.0878282362
13275752,721489.6170987363,494059.15537392354
13275774,721484.7768975489,494063.9586430835
13275907,721385.0301395872,494105.5952918494
13275926,721379.8186915732,494110.7670037494
13275960,721397.9959915731,494092.73552548094
13276077,721398.3208702469,494058.792907515
13276186,721437.7558240924,494024.6426997211
13276190,721452.8658240925,494009.6540013632
13276242,721459.5047324124,494116.6287667095
13276373,721503.4952078229,494117.6269433614
13276458,721495.2229714196,494151.8254237757
13276460,721496.4243372843,494150.63369681785
13276465,721499.3919092208,494147.6899350528
13276480,721501.481862248,494145.6167510749
13276488,721502.4329717857,494165.53969123453
13276497,721505.399945541,493361.1464024235
13276508,721478.7960974249,493387.5464024235
13276519,721473.7574960912,493392.5464024235
13276620,721473.7573953192,493392.54650242353
13277043,721475.8822610375,493387.9229631119
13277108,721493.8822610376,493370.0680215907
13277252,721439.9298243559,493414.4568659948
13277389,721435.766737518,493448.5845229196
13277512,721447.7498776967,493597.66542237496
13277567,721344.4540336222,493700.17141128675
13277591,721360.6569063733,493699.0934188538
13277991,721386.9180694269,494059.68234707747
13278135,721379.8375829551,494506.6590577965
13278203,721360.1881400059,494526.1590577965
13278214,721367.188140006,494519.215070967
13278286,721368.119340006,494518.29132260586
13278357,721368.7170750346,494555.6938756016
13278373,721351.8387501768,494572.4438756016
13278497,721343.7774685643,494580.44387560163
13278579,721345.7597896666,494581.47866985906
13278592,721348.7597896665,494578.5026659798
13279005,721344.7391390248,494583.0026924205
13279023,721351.0648668652,494576.72756238887
13279111,721354.1377418055,494573.6802675581
13279137,721364.2954693636,494563.7037860046
13279173,721365.3954506243,494564.6045674108
13279178,721367.161395777,494562.8527499313
13279358,721365.0163030294,494565.00489981764
13279497,721367.952694089,494562.14201784006
13279995,721368.1199230645,495068.6266057836
13280061,721362.9305897531,495073.5960673246
13280109,721365.4316290942,495071.21496561717
13280310,721161.7060344922,495457.5776228782
13280310,721161.7060344922,495457.5776228782
13280313,720958.3749313495,495659.3754014138
13280313,720958.3749313495,495659.3754014138
13280320,720755.4320073617,495860.790970059
13280320,720755.4320073617,495860.790970059
13280324,720552.8635296136,496061.8379436432
13280324,720552.8635296136,496061.8379436432
13280337,720598.3173301474,496016.7435413755
13280344,720396.1328808231,496217.41167537624
13280344,720396.1328808231,496217.41167537624
13280352,720194.3351029404,496417.6990378247
13280352,720194.3351029404,496417.6990378247
13280361,719992.9396794231,496617.5900364762
13280361,719992.9396794231,496617.5900364762
13280379,719791.9570854051,496817.07424923766
13280379,719791.9570854051,496817.07424923766
13280391,719591.3914067241,497015.1413838846
13280391,719591.3914067241,497015.1413838846
13280392,719481.027495979,497124.68536709895
13280392,719481.027495979,497124.68536709895
13280530,719483.025495979,497122.7029964824
13280538,719488.700541665,497117.07234559994
13280785,719689.6219386277,496926.46991041827
13280814,719701.395116881,496937.66504808184
13280818,719712.6187524955,496926.5293878713
13280853,719711.6112174763,496928.15935072
13280895,719715.3214936658,496924.47815891914
13280898,719710.2840054873,496929.47815891914
13280917,719777.3844030577,496952.65843711625
13280917,719777.3844030577,496952.65843711625
13280949,719781.736298401,496947.9453512986
13280965,719781.8462984011,496947.8362137038
13281098,719777.7155536428,496951.93621870346
13281140,719778.6876431418,496950.97175016307
13281188,719766.7588648233,496962.8117501631
13281274,719774.3528576641,496977.89558342344
13281324,719571.7092320787,519872.50158163655
13281353,719572.7092262508,519871.608400094
13281392,719577.7601438126,519863.97731292713
13281504,719395.3986387639,520195.52928107703
13281504,719395.3986387639,520195.52928107703
13281510,719396.3986387639,520194.5360862693
13281519,719398.3246387639,520192.6231932741
13281524,719402.357838764,520188.61744127574
13281600,719404.3578358509,520186.65973555093
13281645,719411.5109110804,520179.55534461286
13281669,719343.0724641182,520247.5553446129
13281692,719343.8734641182,520246.7597925227
13281715,719331.4941920522,520259.069791944
13281773,719329.9780325934,520263.62593274587
13281778,719331.2464018814,520262.3661887783
13281818,719296.1603944406,520298.73350999464
13281818,719296.1603944406,520298.73350999464
13281872,719301.1603944408,520293.7674996967
13281888,719306.1603944406,520288.8014912125
13281982,719319.8090591269,520344.49903286796
13281997,719433.912979595,520331.16841043823
13282070,719420.3259860546,520344.66841043823
13282204,719412.1334239105,520120.5166890943
13282481,719674.7242769819,520249.2531420141
13282489,719675.0559914048,520248.9236870428
13282569,719675.0557109824,520056.42499202164
13282727,719685.115543277,520041.03183319175
13282766,719689.506744277,520036.6705832965
13282805,719691.0067442771,520035.180814681
13282913,719691.576413028,520032.2595524766
13282923,719696.600379328,520027.2698561624
13283099,720033.7124199888,519713.9847819348
13283146,720113.6324199889,519634.6120712655
13283171,720113.531770295,519599.01460298063
13283270,720164.0516231642,519548.9754534867
13283377,720176.0239708428,521027.01282602735
13283378,720180.3487974124,521022.7173825009
13283383,720181.4875782756,521020.78869989445
13283611,720187.9592188575,521084.6061254714
13283825,720197.94805394,521033.76614611194
13283841,720202.9480539401,521028.80011835415
13283947,720236.1749714406,520996.85151430883
13284031,720248.2865526362,520984.82226075255
13284032,720249.3278449273,520983.7880470701
13284056,720048.04096773,521183.78804707015
13284071,720047.0483019508,521184.77437376487
13284101,720068.0863566331,521163.8790423356
13284101,720068.0863566331,521163.8790423356
13284155,720067.0925305682,521175.0253452328
13284179,720068.0855662804,521174.03904662153
13284245,720060.5333041715,521251.5349971052
13284629,720070.5256177834,521373.59511812753
13284638,720071.5256177834,521372.60189420945
13284646,720072.5256177834,521371.6086703637
13284700,720074.4327088181,521369.7145022726
13284824,720084.2728868182,521359.9410080561
13284828,720086.2306558007,521357.9965070926
13284887,720089.9306558005,521354.3215831633
13285325,720074.1750418316,521331.75332585967
13285434,720075.1750418292,521330.76014285925
13285521,720076.1700418292,521329.77188699826
13286030,720071.6458468165,521311.5142903387
13286249,720002.6494725745,521428.15519218094
13286328,720049.296188302,521464.18413096137
13286360,720080.5247412844,521423.0730386183
13286407,720090.0988042968,521413.56383616885
13286525,720095.8130842968,521407.8882713604
13286566,720096.8120842968,521406.89603999327
13286582,720099.1385058224,521407.9749887469
13286638,720103.4672582609,521403.6755663182
13286715,720113.8401100885,521393.7729561365
13286722,720111.6453597123,521395.95370613644
13286727,720114.8192654937,521392.4014472421
13286802,720132.0132735376,521382.46891780547
13286928,720185.7173617347,521018.87602149247
13286956,720184.710923229,521014.37793078914
13286979,720194.710923229,521004.4458812257
13287017,720195.7126416587,521005.5280567364
13287022,720694.6177072935,521007.5070878792
13287114,720695.6135817699,521036.80473150377
13287131,720670.4522720167,521061.8047315037
13287256,720661.248126153,520919.08809514134
13287285,720658.5015582474,521421.75915403734
13287303,720655.4822514576,521424.7591540374
13287342,720532.5899043578,521351.98681789293
13287359,720533.6398870611,521350.94396572176
13287375,720535.8366445599,521339.1132082513
13287401,720532.3141209498,521342.61320825136
13287478,720652.7935130773,518057.95588578243
13287480,720647.7769813577,518062.93962505355
13287527,720648.0269813577,518060.6533231285
13287534,720644.8059263491,518063.8533231285
13287615,720585.9200833602,517711.4898033428
13287665,720527.0246322808,517770.0002241268
13287665,720527.0246322808,517770.0002241268
13287671,720429.2210457989,517867.1639877901
13287744,720406.0621445652,517890.1714877829
13287915,720050.234210947,517970.1842836463
13287939,720055.2330431539,517985.21771872975
13287986,720054.226478541,517986.2177187298
13288017,720053.3202785084,517992.11742874695
13288065,720047.0405193918,517998.356235957
13288089,720038.1953808988,518007.14369793667
13288092,719191.1100674708,518848.7318751221
13288118,719185.1275249998,518854.67578008206
13288151,719166.390417076,518873.2918935821
13288160,719155.3633708342,518884.2477448921
13288200,718458.2632762339,518536.5292198455
13288257,718438.1334659732,518556.5292198455
13288407,718434.3808169321,518560.35766103375
13288442,718419.2834829632,518575.3576610338
13288487,718276.3622717905,518712.7516409411
13288495,718289.8109036951,518699.39491972484
13288513,718400.8422654875,518686.37623240537
13288626,718372.0567672496,518716.9761165861
13288685,718379.9039045589,518715.9182016756
13288854,718382.0851650091,518698.1866334403
13288886,718403.0446770564,518677.37044957327
13288902,718420.1453748104,518660.38671582757
13289028,718440.4165829371,518549.87679591036
13289062,718455.9455550803,518534.45413858385
13289066,718462.2855365792,518528.15756706573
13289080,718463.2855365792,518527.1644143531
13289102,718473.9885015439,518516.53700827406
13289189,718546.9593448675,518944.0081509932
13289317,718543.9542704122,518907.9701001473
13289515,718545.2565495992,518906.6767203164
13289533,718590.2565495993,518861.9843116401
13289617,718591.7565495992,518860.49456722225
13289845,718692.968261375,518759.97522386897
13289970,718704.9283986306,518765.8150602477
13290064,718307.3710144243,519160.86505735194
13290069,718591.0079861605,518879.1641848326
13290135,718510.586760024,518884.54424505954
13290165,718509.5802821519,518885.54424505954
13290204,718499.2555277707,518895.80255172984
13290205,719185.8496888423,518213.9169024536
13290206,719181.3377889952,518218.3995414436
13290270,718848.4890733005,518549.09374128317
13290279,718833.3801309636,518564.1050757231
13290280,718827.9472423659,518569.5028704431
13290308,718843.3489071205,518581.50277343707
13290309,718835.2968992385,518589.5027734371
13290322,718820.1993972799,518604.5027734371
13290387,718825.4737084039,518601.25074108393
13290394,718820.5240080729,518606.171746211
13290394,718820.5240080729,518606.171746211
13290468,719078.1655659245,521516.89847227
13290474,719079.1655659246,521515.90521202795
13290476,719073.7008718894,521521.335248028
13290478,719068.6028182396,521526.400970888
13290480,719062.2682868472,521532.695332628
13290536,720200.3502186727,520405.308731622
13290548,720277.422660824,520326.5111032541
13290548,720277.422660824,520326.5111032541
13290577,720272.9283111338,520321.0795415071
13290706,720295.2857070467,520318.8061881259
13290784,720312.3638159977,520301.5207079321
13290786,720308.5392193457,520305.32070793206
13290863,720309.2374226125,520335.45051619114
13290896,720309.2858010671,520335.3524848462
13290950,720313.1696031006,520331.4951987631
13291002,720298.0725361739,520346.4951987631
13291084,720288.0073423843,520364.994706644
13291089,720317.9773413843,520335.22929365374
13291149,720334.0162306533,520334.2354925937
13291167,720354.0162306533,520314.3720667044
13291307,720354.986963617,520815.4795356155
13291317,720356.905963617,520813.57360083464
13291341,720358.0590691359,520906.4174618172
13291395,720389.1927884022,520966.98491812486
13291443,720392.1927884022,520964.00532722566
13291779,720390.9295410168,520983.3789346668
13291825,720392.9130277692,520969.88255847635
13291848,720394.2085986602,520968.59580130625
13291960,720384.3353139722,520980.40561442415
13292051,720388.8059550456,520975.9653843144
13292107,720389.6910908965,520975.1298743998
13292113,720390.4538667055,520974.3722874677
13292115,720390.4713803468,520974.35489296564
13292117,720389.7269903595,520975.0945149656
13292187,720402.2270603196,520913.073573257
13292240,720405.6996407316,520909.6246262721
13292329,720407.7027593836,520988.6212206911
13292444,720394.9364915695,520987.31631069694
13292577,720394.9523259236,520963.83803990384
13292629,720393.9458788256,520964.83803990384
13293083,720386.485682288,522384.029638847
13293083,720386.485682288,522384.029638847
13293265,720387.4199427591,522383.1016782718
13293279,720390.783747989,522379.76055634144
13293293,720152.2721980594,522616.76055634144
13293434,720127.1129731036,522623.1081895264
13293583,720157.4886352442,522366.7693130171
13293689,720185.1402516543,522385.26234150614
13293704,720190.0569872487,522380.378730678
13293713,720187.4705899921,522382.948730678
13293776,720177.4537812232,522392.9820301693
13293797,720178.4023693908,522392.039832113
13293815,720176.8266919631,522313.4420993373
13293820,720167.5607355398,522322.6492912973
13293840,720158.2812849144,522331.8698980973
13293852,720139.3613269703,522350.6698980973
13293856,720142.874307244,522347.1805853117
13293881,720151.7668778443,522357.1390513011
13293886,720150.4585837024,522358.43905130116
13293896,719944.1661959051,522563.42516225774
13293897,719931.6642242309,522575.8480681977
13293899,719925.7266775882,522581.7480681977
13293916,719917.8710207348,522589.5540529677
13293925,719909.052503933,522598.3168147377
13293983,719986.1050747222,522521.88220942917
13293983,719986.1050747222,522521.88220942917
13293989,719994.5814860617,522513.46280594845
13294020,720009.8988141043,522506.23901112034
13294021,720019.4981464103,522496.7042525002
13294023,720028.3632015409,522487.8988375588
13294082,720028.8632015408,522487.4022015078
13294128,720037.7569415653,522485.0380097517
13294171,720047.0736175684,522475.78402214433
13294176,720057.7447085651,522465.1847405891
13294257,720059.0493823274,522457.42255381553
13294346,720069.6643475082,522446.87903242453
13294363,720049.5368861886,522466.87903243455
13294364,720059.1162443849,522457.3641409584
13294384,720066.4948625664,522450.0351835755
13294452,720136.618029951,522410.37154920294
13294498,720188.711901891,522445.3622480948
13294542,720178.6478470226,522459.925622653
13294674,720163.7430646787,522477.70460204955
13294682,720165.3446199136,522476.11382927105
13294736,720156.3918956649,522459.41238013125
13294750,720156.8918956649,522458.915746629
13294821,720157.0002915304,522458.8080805947
13294853,719859.0647220251,522742.66207049263
13294946,719972.4052520114,522729.8082581739
13294975,719977.1505000115,522725.09488016827
13295119,719980.9304784699,522687.9101607053
13295278,720008.4986671545,522656.91283355444
13295278,720008.4986671545,522656.91283355444
13295371,720012.5409975296,522647.80757101177
13295407,720015.2866315182,522712.2790137015
13295408,720011.3184392707,522716.2221250415
13295424,720006.2866374678,522721.2221250415
13295464,719996.2649791213,522729.18021835084
13295467,719986.2571993152,522739.12475919863
13295488,719978.0818765112,522747.24842766864
13295512,719968.0182981924,522757.24842766864
13295518,719968.5123621623,522756.7576812164
13295544,719968.9629121119,522756.3101566138
13295642,719944.6975593669,522782.31007690966
13295665,719935.3524514883,522798.1454142045
13295694,719936.3558424534,522797.14875806065
13295805,719954.2935935172,522912.32314321905
13295847,719994.2934190787,522869.59134515794
13295848,719943.9758359962,522919.5913451579
13295925,719943.9732860008,522889.6092799513
13295974,719794.0277888402,523038.6092799513
13295999,719784.0124004694,523048.56157301384
13296072,719833.5843113365,522996.83144490264
13296091,718846.0110060029,524942.4317652208
13296091,718846.0110060029,524942.4317652208
