block,steth_pool_balance,eth_pool_balance
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612897,747672.788528037,532371.8767280714
13612996,747766.6828941401,532307.7727142946
13613085,747771.0479240651,532304.9802610915
13613092,747761.295356002,532314.6669579515
13613098,747752.0679503728,532326.811536405
13613167,747757.1713693842,532311.7192140298
13613257,747749.8319284703,532319.0090870522
13613317,747741.845062142,532315.902854137
13613588,747751.7934793476,532276.1491591571
13613588,747751.7934793476,532276.1491591571
13613660,747754.2667108694,532278.6930346614
13613801,747756.4341504695,532276.19064007
13613834,747758.1085257281,532274.528241075
13613848,747748.0405151224,532284.5282410751
13613982,747858.527725922,532273.2713324638
13614075,747919.9639421846,532212.2748744529
13614102,747928.4776978476,532203.8220811661
13614120,747975.4776978475,532157.158715593
13614212,747976.4776978475,532156.1658797379
13614296,747979.4776978475,532153.1873726001
13614342,747974.443632522,532158.1873726001
13614356,747975.471751522,532157.1666191187
13614362,747980.4731173358,532152.2010845247
13614377,748084.1412809234,532049.2760309462
13614381,748084.6412809233,532048.7796168824
13614486,748092.4662809233,532041.0107391084
13614518,748089.9492276143,532043.5107391084
13614639,748089.9290184601,531791.0556856132
13614733,748091.3873267373,531835.7030613286
13614804,748094.0973231153,531779.3611297247
13614837,748097.5705666087,531777.2402972982
13614898,748098.5705666088,531747.3457077848
13615052,748100.5503490997,531506.8311997105
13615133,748102.2023307598,531505.1911042517
13615143,748104.1807515281,531503.2269187086
13615234,748075.9889873506,531533.7267729762
13615271,748072.465039192,531537.2267729761
13615307,748013.1980032994,531596.0911729762
13615328,748003.1269589773,531604.6023527187
13615343,748090.4905211107,531496.9425582761
13615350,748078.124812711,531509.2242108955
13615357,748066.8216904948,531520.4505098053
13615398,748079.1048925082,531508.2556721808
13615501,748069.0363549016,531520.0555672554
13615606,748074.4994360569,531499.4962912665
13615698,748076.8991542831,531501.913278202
13615988,748082.9004463154,531562.4130918159
13616046,748083.9004463154,531532.937568777
13616077,748085.5081285478,531531.3414514476
13616089,748063.357603548,531553.3414514476
13616179,748073.8428835906,531542.9315854777
13616222,748106.8850331473,531510.1271388078
13616485,748237.6651689548,531421.7835255923
13616582,748231.6240576674,531427.7835255923
13616655,748235.6251184735,531423.8112820976
13616656,748270.7180984736,531388.9711053882
13616792,748286.7579008488,531385.0430591668
13616837,748288.0080997515,531383.8018688892
13616850,748289.0768607248,531382.7408092327
13616976,748303.0628607249,531368.8555975806
13617010,748303.1110766183,531399.7556745958
13617016,748313.6199932193,531389.3224847674
13617062,748335.4443367833,531367.6554316243
13617103,748103.3143408772,531468.9403408495
13617113,748104.3958850716,531467.8665802769
13617156,748115.2410128661,531454.4466177648
13617161,748121.0387725587,531448.6905897565
13617169,748130.6551534232,531439.1434319145
13617260,748140.1551534231,531429.7118236589
13617272,748037.4569533442,531531.7118236589
13617585,748054.1574347161,531500.2860059382
13617608,748060.157434716,531494.3291709283
13617670,748061.1529877307,531495.5039687537
13617797,748062.9631815004,531552.202755156
13618065,748098.9400106117,531537.4923088584
13618164,748085.054431032,531788.4782609061
13618170,748091.0544310322,531782.5213589768
13618605,748117.0012588084,531758.7401379792
13618656,748117.6112588084,531758.1345208387
13618841,748125.6112588084,531733.042319749
13619102,748159.1521520022,531628.3612993908
13619171,748159.8207998046,531633.6967607578
13619281,748136.6634820248,531656.696760758
13619364,747936.2970786886,531856.6967193367
13619441,747947.7194156835,531846.5511858944
13619511,747948.7184156835,531845.5593550323
13619604,748015.7184156835,531746.9428552232
13619638,748018.6817209448,531744.0008341355
13619725,748040.8659292501,531721.975985557
13619727,748045.9848049724,531716.8938861407
13619747,748050.0485657821,531712.859322548
13619758,748055.0485657821,531707.8952480522
13619822,748053.5237580336,531689.3407580917
13619823,748068.9670386753,531674.0084615431
13619837,748067.356100711,531675.6084615432
13619873,748072.2597920753,531674.775912815
13619946,746468.2539064366,533170.7656740958
13620074,746507.1453393582,533068.0825750924
13620075,746515.6856533039,533359.56784968
13620082,746519.9028061546,533355.3805150653
13620181,746526.9784633712,533340.8420907418
13620333,746635.99782983,532305.4332599356
13620520,746660.4025545907,532286.4001000938
13620619,746692.6993890117,532253.4123975754
13620649,746792.6993890118,532154.124945306
13620742,746812.8386766759,532146.2778209685
13620788,746803.7054173502,532155.3505916703
13621304,746212.7763410335,532748.2889238036
13621304,746212.7763410335,532748.2889238036
13621424,746214.1447058468,532744.8691209133
13621490,746206.365139006,532759.5492402331
13621541,746243.9648352702,532722.2160382977
13621988,746231.0110425845,532734.0803482684
13622098,746230.9025465281,536244.0178974784
13622739,746234.9485387098,536239.9999959769
13622843,746232.8143871126,536275.1163513843
13622917,746233.3263871125,536274.607905428
13622933,746265.0575005125,536243.0970893669
13623192,746268.3904715126,536239.7872620673
13623344,746270.8904715125,536237.304622244
13623436,746256.6880265487,536251.4140935139
13623438,746276.8182338419,536231.4236676994
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623461,746276.8182332579,536199.281960212
13623505,746309.780968,536239.5503483982
13623557,746322.8451118856,536226.5769438536
13623624,746309.9387511013,536239.3987893636
13623627,746249.5434179638,536299.3987893636
13623658,746234.428016302,536314.4152895536
13623666,746240.7100045438,536308.1768990896
13623678,746223.2148364641,536325.5576070396
13623738,746273.5357422561,536275.585972916
13623787,746258.4369237348,536290.585972916
13623811,746298.3969237348,536250.9034153565
13624048,746300.4965701046,536250.8113727563
13624133,746301.7390689829,536249.5775024395
13624134,746289.1400611245,536262.0940273595
13624191,746302.3466468076,536248.9791501014
13624297,746288.0042776573,536111.7493576345
13624446,746273.2655549357,536025.5411517605
13624506,746280.1139764444,536029.2391271502
13624568,746280.7323734445,536026.095627047
13624717,746281.4284740657,536048.2915266214
13624754,746283.428503546,536046.305402009
13624809,746287.8241015461,536041.9403646555
13624910,746302.8091005461,536027.0595599639
13625013,746302.7084405569,536027.1598899447
13625050,746245.4320603852,536101.2592317422
13625085,746246.5734814914,536100.1257424306
13625403,746250.9030954792,536048.5310371941
13625656,746290.8630954792,536007.8488507584
13625663,746323.7008146786,535975.2395299331
13625678,746326.7366956513,535972.2247684676
13625757,746328.4249065472,535970.5748428329
13625838,746329.771276785,535969.2378391647
13625899,746334.853214785,535964.1912568766
13625921,746323.357826998,535975.6112398765
13625925,746307.5311802266,535991.3340859369
13625999,746291.8722203198,536006.9003611765
13626058,746277.9487768799,536020.7325162864
13626101,746289.98672488,536008.7782767932
13626120,746520.7557218799,535779.6159600035
13626189,746521.7557218799,535618.1437360136
13626288,746571.7057218798,535514.1584478961
13626371,746587.5248907442,535498.4497515915
13626381,746588.5237981386,535497.4578206219
13626434,746795.3167215347,535293.0103328542
13626443,746800.3464957448,535288.0157612647
13626614,746803.1716487582,536893.7538842049
13626668,746913.7697825358,536882.3082444207
13627034,746927.7565974108,536570.5543578622
13627050,746937.8674875785,536560.5137406865
13627083,746947.7747180598,536550.6753747053
13627144,746948.7747180598,536549.6823260232
13627158,747048.7747180599,536450.3778138477
13627176,747062.3647133519,536436.8823897298
13627178,747435.364713352,536066.4831386678
13627507,747435.359404689,536148.1621355205
13627605,747436.2434255588,536364.9568029224
13627733,747437.2434255588,536363.9637763461
13627803,747427.1772325493,536373.9637763462
13628114,747445.9742649855,535652.5343112672
13628190,747485.9342649855,535612.8542109457
13628268,747489.3447189247,535609.4676507441
13628271,747547.3153919248,535551.9032476724
13628648,747570.9101243758,536448.4150943914
13628697,747557.0488610916,536462.1852044414
13628747,747543.7460662283,536475.4005313714
13628885,747343.6355884831,536646.9961977995
13628989,747308.8086779534,536681.5946277104
13629183,747396.0152417326,536609.1571623166
13629196,747398.0152417326,536607.171086725
13629202,747381.964485875,536623.1164794136
13629205,747384.959485875,536620.1423283531
13629251,747388.414443415,536616.7114224167
13629275,747379.833682969,536625.2358590903
13629467,747391.289940969,536603.6742300804
13629586,747396.289940969,536598.7090420608
13629827,747398.3001204653,536601.0657680074
13629944,747398.9066842645,536600.4634274427
13629958,747388.3372755733,536560.7106242937
13629979,747395.987730038,536553.1134489123
13630023,747436.946730038,536512.4397646362
13630118,747437.446730038,536511.9432483099
13630160,747424.3303545411,536524.9734548599
13630183,747411.1430110711,536538.0741753898
13630394,747398.0570663104,536551.0741753898
13630519,747381.3683614536,536567.6532911098
13630591,747393.5441003331,536555.5623421235
13630742,747394.4992966491,536554.6137980836
13630960,747426.4929496209,536631.4383621868
13631045,747420.477820749,536637.4140043196
13631086,747424.9860931359,536632.9371178582
13631086,747424.9860931359,536632.9371178582
13631220,747437.1247772187,536620.8829486206
13631348,747431.2435055581,536626.7256078206
13631450,747428.6665880254,536629.2856078206
13631592,747423.0048444705,536635.8068131568
13631696,747419.1912480381,535000.0037323355
13631698,747440.5569000681,534978.7882817324
13631728,747451.556900068,534967.865624789
13631755,747455.0991697048,534964.3482633351
13631767,747452.5422057065,534966.8882633351
13631872,747454.5235235695,534932.2463662163
13631909,747454.6232845695,534932.1473068498
13631965,747454.615333881,533831.6779031943
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632031,747451.7042271916,533829.5987923873
13632038,747500.6552271916,533780.9943923359
13632248,747479.5137408853,533607.1919419636
13632275,747488.7137408854,533598.0571627241
13632333,747491.0996671629,533595.6881517678
13632347,747494.5996671629,533592.2129661846
13632398,747495.1719215849,533591.6447690338
13632408,747498.1537394112,533588.6840926064
13632477,747494.1267878952,533592.6840926064
13632544,747502.3224045226,533584.6465729941
13632698,747502.521013142,533497.2902573098
13632706,747502.9360081033,533496.9641963799
13632782,747515.895020605,533984.0386742762
13632911,747654.8323918609,534497.3340447383
13633036,747654.7820566078,534483.0681711743
13633095,747660.2165203259,534477.6720633126
13633319,747661.2794452524,535477.5801881017
13633382,747545.5136209896,535592.5801881019
13633428,747544.6076313445,535593.4801881018
13633583,747594.6076313445,535543.8306987813
13633741,748401.5971577141,534742.6190411204
13633757,748407.6413737385,534736.6175534066
13633938,748416.688988622,534630.2631344893
13634257,748420.5485206221,534493.3958023306
13634285,748422.5498434114,534491.4086490095
13634316,748422.5498434114,534488.9087719036
13634829,748419.1855156297,534551.3839103156
13635215,748436.4250020403,534538.7183020503
13635392,748443.3058743224,534491.1519568266
13635550,748443.8592658276,528753.9291183526
13635644,748445.4236106972,528752.3762264879
13635873,748447.4235685356,528751.3935060272
13635973,748457.4135675357,528150.2879219658
13636052,748458.1135675356,528149.593065018
13636095,748469.008108847,528138.7785728174
13636149,748469.3081088469,528136.4344088166
13636163,748475.5773200234,528130.211266067
13636269,748488.7688092398,528117.1167219176
13636276,748490.2688092398,528115.6277463033
13636315,748491.770807089,528114.1367876856
13636326,748502.5167336108,528103.4698452231
13636389,748503.5167336108,527964.3477700872
13636504,748508.8187301409,527959.4833002085
13636562,748520.7687301409,527947.6212193707
13636815,748533.7363509146,527883.9647594487
13636938,748535.7188155802,527882.5968171876
13636955,748537.2333195329,527881.0934614126
13636989,748535.2192943642,527883.0934614125
13637765,748530.2093962991,527888.2684497187
13637773,748525.4901353751,527892.9548497774
13637800,748519.5098450944,527898.8935007774
13637811,748512.644120211,527905.7114244974
13637849,748502.9097031584,527917.1778637863
13637945,748508.3080634839,527911.8192280191
13637996,748509.3080634839,527910.8265868836
13638013,748501.1327418787,527908.9029026508
13638079,748299.7321409646,528108.9029026508
13638136,748301.7800499431,528106.8700341365
13638208,748308.3551524639,528100.1432914616
13638308,748318.9962584717,528095.7728413083
13638373,748288.2938259187,528195.7699537734
13638404,748289.6237376302,528194.7896448502
13638456,748277.6384373736,528206.6917351001
13638565,748267.7710137247,528216.4906602302
13638578,748053.2803489807,528423.6090167215
13638578,748053.2803489807,528423.6090167215
13638595,748054.7563489807,528422.1438263227
13638715,748059.2563157852,528422.6584307791
13638728,748083.574599833,528398.5182688895
13638884,748082.7050210993,528399.3818837027
13639011,748072.6352590031,528409.3818837027
13639061,747525.5561263759,528952.6818837028
13639188,747515.4867706083,528962.6818837028
13639258,747530.5526854988,528947.7257268714
13639322,747510.0591811831,528968.0780762316
