block,crvusd_price,ethusd_price,cvxcrv_crv_1,cvxcrv_crv_10,cvxcrv_crv_100,cvxcrv_crv_1000,cvxcrv_crv_10000,cvxcrv_pool_balance,crv_pool_balance
13133624,2.35,3428.54,0.9710558570987238,9.71055542901258,97.1052400641662,971.0209495237796,9707.035576320906,2422789.0977118057,907061.9032989256
13133917,2.29367799,3410.72509187,0.9676740079811011,9.676736507798836,96.76700784256818,967.6343206462026,9672.732839263132,2468236.0649839714,862972.5137478821
13135984,2.21900814,3400.30270561,0.956721186449722,9.567206758254628,95.67155690260049,956.6644452839652,9561.475713445076,2583541.668746161,751905.1743800195
13136801,2.16843907,3404.57876099,0.9590073900210284,9.590069130144249,95.900214243993,958.9543857940404,9584.7167362212,2562709.127943285,771905.1743800197
13137413,2.21,3429.09316704,0.9639769065181558,9.639764997931398,96.39724321333964,963.9317145349034,9635.203951268231,2511981.9744467544,820792.2485539895
13137567,2.23223305,3431.66,0.9661630724985306,9.66162695371476,96.61589237319524,966.1211704010826,9657.39905134496,2486878.2204868146,845074.0868274947
13137758,2.23223305,3449.9500000000003,0.967287595010806,9.672872327685404,96.7283609997079,967.2473473661308,9668.811934402203,2473194.801954339,858332.0634126724
13137826,2.23223305,3453.1856807,0.9677510892594,9.677507330824088,96.77471709718608,967.7115157678692,9673.515188635216,2467391.332502413,863959.6924765048
13138430,2.25533845,3526.96,0.9673970986483807,9.673967378435158,96.73931294479983,967.3570107706114,9669.92316022978,2471837.421262872,859654.5394494133
13138440,2.23144002,3526.96,0.9625340257845848,9.625335990799394,96.25293315961424,962.4866129775324,9620.550019989005,2527626.552128599,805775.7939476614
13141708,2.23200234,3704.13293867,0.967207072829242,9.67206709538843,96.72030762846366,967.166708685182,9667.99490801531,2474259.6765874024,857387.3576866844
13144756,2.25366932,3764.17836208,0.956888369666278,9.568878615643635,95.68827799920425,956.831908890112,9563.175986998269,2582259.676587403,753377.3347793366
13144980,2.2763537,3758.68176971,0.9641768689766936,9.641764650244458,96.4172425096235,964.1319851985828,9637.234818230936,2509952.011970129,822997.8953108251
13145536,2.25307758,3746.66,0.9667661727364826,9.66765803649654,96.67621124233234,966.7251643189144,9663.520620820467,2479794.57078152,852180.2695876581
13145927,2.25307758,3761.27701405,0.9621533983915728,9.621529663861496,96.2148645887179,962.1053963765564,9616.684015378696,2531794.570781519,801987.609192542
13148112,2.22936958,3772.99494097,0.9723557479518532,9.723554815504006,97.23528173251412,972.326153980746,9720.573927404015,2691577.047793805,1036523.7708921408
13150452,2.227,3806.06069485,0.9743502227527238,9.743499774533596,97.43475242732046,974.322973804546,9740.755861989925,2656486.464059073,1070756.770892141
13151072,2.227,3800.05681128,0.9699437031233,9.69943410140421,96.9940480069834,969.9111551628932,9696.15464199571,2730486.464059073,998759.1193553184
13152765,2.22605983,3962.83356124,0.9698785504060718,9.698782566896924,96.98753192832388,969.8459209309704,9695.494867588968,2731486.464059073,997788.479674
13152839,2.22605983,3962.83356124,0.961218588665666,9.612181910463663,96.12142144838356,961.174411869553,9607.726512899157,2845486.464059073,887608.627854806
13155145,2.2261499,3915.91797744,0.9664163986039364,9.6641606482793,96.64127267772626,966.3793171834876,9660.422856132162,2781337.3683185973,949580.91284814
13155296,2.2261499,3935.65,0.9726065749141506,9.726063112318856,97.26036742016508,972.577283122994,9723.112764066513,2687523.6878001364,1040750.8506718564
13156036,2.2255998,3953.97315348,0.9734992367936616,9.734990007590998,97.34966402439112,973.4730181210932,9732.350860294244,2877446.197695401,1137053.0134057193
13156043,2.2255998,3953.97315348,0.9676169008434546,9.6761660403101,96.76136356707026,967.5839284618562,9672.844757068531,2977482.5585350487,1039877.9115702056
13156487,2.20281763,3930.54738708,0.9676801520086786,9.676798558813037,96.7676894372458,967.647255754736,9673.48496636642,2976523.0154200485,1040808.504888855
13158267,2.271,3943.16246751,0.9675289832832784,9.675286855177934,96.75257076260228,967.4959049960604,9671.954872771415,2978815.1533102994,1038588.955746059
13159525,2.272,3922.09696081,0.969756396935434,9.697561229322714,96.97533826900307,969.7259591886232,9694.495986380216,2943744.64539985,1072636.8666957174
13161784,2.27080747,3896.95,0.971532013351739,9.71531757684472,97.1529200821167,971.5036131087616,9712.45812315822,2913572.724599456,1101989.3925794482
13161977,2.27080747,3896.95,0.9772617623167956,9.772615616931065,97.72595553237844,977.2394783773856,9770.373731593803,2799785.026746816,1213126.9513794482
13162635,2.2960000000000003,3908.54621013,0.978576586401834,9.785763974119517,97.85745073926668,978.555595144396,9783.652577150851,2769414.049975072,1242894.459399318
13163355,2.34372395,3856.96076585,0.9773291433249084,9.773289433093655,97.732694302214,977.3069269596554,9771.054369306956,2798302.187873762,1214621.8403452402
13163616,2.405,3869.88633841,0.9703361016198712,9.703358336804737,97.0333154082528,970.3063376892432,9700.361153749216,2934302.187873762,1082058.2037055627
13163638,2.405,3869.88633841,0.9723892262632632,9.723889792596411,97.23865090421296,972.3617887229922,9721.127562737507,2898408.8594456706,1117002.7370468867
13163838,2.43,3869.07,0.9712671075011304,9.712668491516688,97.12642654635168,971.2384092126692,9709.778937650672,2918408.8594456706,1097551.4958919836
13164144,2.42806868,3864.05,0.971317461109416,9.713172032741053,97.13146247280204,971.2888199536152,9710.28824900289,2917531.381392532,1098405.7046003733
13164338,2.454,3871.08,0.975690865673108,9.756906506484588,97.56885002545695,975.666981564484,9754.503077872956,2833996.4329686905,1179916.2005003735
13164423,2.454,3871.08,0.9802572117481791,9.802570370265792,98.0255289704658,980.2378058849838,9800.618994580078,2728001.995460553,1283818.102018775
13164676,2.45862304,3871.58140227,0.9798843503032892,9.79884172481642,97.98823941561014,979.8645999854256,9796.85558306993,2737525.9954605526,1274476.892249481
13165160,2.4568831,3946.64953434,0.9801739360433324,9.801737606329873,98.01720064229148,980.1544536518552,9799.778506655848,2730151.1540268622,1281720.744423988
13165704,2.4568831,3923.71509696,0.9802188604538554,9.802186854156243,98.0216934927072,980.199419408975,9800.231927599085,2728998.011491887,1282853.598268034
13165715,2.4568831,3923.71509696,0.9812798134970594,9.81279647090238,98.12779829245106,981.2613315083,9810.938339542898,2701036.6767677898,1310338.598268034
13165733,2.4568831,3923.71509696,0.9814910239336898,9.814908592085008,98.14892118607916,981.4727287945096,9813.069318506532,2695298.8473115256,1315982.3137238857
13166196,2.48289502,3938.07924943,0.9816757554867422,9.81675592222126,98.16739594816178,981.657622634672,9814.933027346637,2690232.2882427047,1320966.774281222
13166240,2.48289502,3938.07924943,0.9778690858937024,9.778688907152995,97.78669388044628,977.8474070054842,9776.508100070518,2786282.503898704,1226783.385625558
13167873,2.49472954,3934.23011055,0.9806397321519722,9.806395605801194,98.06378447588592,980.6206762651684,9804.47955297462,2718171.897609392,1293633.385625558
13168436,2.46816384,3957.96346099,0.9808371383504724,9.808369683852678,98.08352686321152,980.8182609821122,9806.471648448412,2712972.487641446,1298744.1413016676
13168891,2.46816384,3951.38,0.9831935998863194,9.831934482535424,98.31919318431274,983.1767594680138,9830.242022940434,2646932.459985468,1363744.1413016678
13169217,2.56814137,3935.45009791,0.9708527740000044,9.708524740343544,97.0849474119299,970.819449088876,9705.165862586666,2561114.06194127,954729.417963391
13169292,2.54044661,3935.45009791,0.9725111797167716,9.725108989587724,97.250809114393,972.4799894885316,9721.966002505927,2535412.290553109,979759.8967628968
13169793,2.63661426,3919.55072163,0.9737504343777902,9.737501675875029,97.37474994668118,973.7207964581686,9734.515660143106,2515046.9971062224,999622.7709829386
13169828,2.63661426,3919.55072163,0.9754324668116956,9.754322184213196,97.54297343219169,975.404873746087,9751.54291925315,2485659.1347564533,1028328.787254821
13169912,2.61,3919.55072163,0.9755170765828411,9.755168291003558,97.55143540809492,975.4895844138404,9752.39922667554,2484124.278033404,1029829.3759992478
13170030,2.61,3904.53,0.9755803501464464,9.755801033417743,97.55776351013112,975.5529333047848,9753.03958462329,2482972.78737358,1030955.2432219574
13170031,2.61,3904.53,0.9772596683579486,9.772594391792952,97.72571472199576,977.234210330843,9770.03096294198,2451213.828928755,1062035.5576483177
13170119,2.61,3904.53,0.9847975149375444,9.8479735487323,98.47957541373472,984.7797374965631,9846.18634750346,2273767.842413565,1236547.818544914
13170123,2.61,3904.53,0.9854146723492532,9.854145170868314,98.54129643754185,985.3974285338192,9852.41189687383,2256158.682289848,1253933.8378221488
13170254,2.63772646,3916.35,0.985238185039248,9.852380284192806,98.52364621308408,985.2207903619982,9850.631764164766,2261254.123241387,1248909.3935010214
13170255,2.63772646,3916.35,0.976753323277758,9.76753088880078,97.67507447243092,976.7272852537162,9764.90883069749,2461254.123241387,1052506.196218113
13170426,2.63772646,3916.35,0.9789776482276148,9.78977436336801,97.89753172761532,978.9541114049804,9787.40512647072,2416360.221788331,1096506.196218113
13170540,2.63772646,3930.73879386,0.9780153949189154,9.78015173456582,97.80129586695357,977.990794413292,9777.674986029551,2436360.2217883305,1076921.499909715
13170674,2.63772646,3930.73879386,0.9794878244279458,9.79487617509354,97.94855481767144,979.4648401653114,9792.562785313186,2405421.954617632,1107270.8946735656
13170684,2.63772646,3930.73879386,0.9809329370258264,9.809327437714542,98.0930811096838,980.9114712498592,9807.16751173397,2372916.1391813816,1139205.5232404212
13171029,2.61118766,3944.00877864,0.979374425808701,9.793742177948472,97.93721375083167,979.351319830559,9791.416486666883,2407916.1391813816,1104874.0552179527
13171033,2.61118766,3944.00877864,0.9768037035540026,9.768034398033306,97.68008020697825,976.774402028546,9765.081078861616,2181591.342750796,934121.1720822952
13171503,2.5847743800000003,3951.15,0.976440526487028,9.764402584590895,97.6437577947156,976.410749549351,9761.401139188034,2187741.342750796,928110.4320462674
13171602,2.5847743800000003,3951.15,0.9787893163083622,9.787890752590318,97.87866645690086,978.762537977124,9785.192830978503,2146176.7861771374,968837.0273262992
13171630,2.5847743800000003,3951.15,0.9726754025718204,9.7267508809979,97.26719430837912,972.640463323214,9723.226744485251,2246176.7861771374,871177.1114712693
13171833,2.5847743800000003,3943.9291658,0.9748911216592288,9.748908349799486,97.48879679294708,974.859271630613,9745.697025292884,2212986.850916509,903570.3393360124
13171847,2.5847743800000003,3943.9291658,0.9769278801473824,9.769276178640816,97.69249948062108,976.8987417183828,9766.339369969686,2179578.6578332875,936247.7126621578
13172281,2.4644833200000003,3911.07890107,0.9769103426371896,9.769100801488523,97.6907455040342,976.88118141873,9766.16168589394,2179879.5910449764,935953.5044268728
13175274,2.49333882,3941.22926994,0.9776840431294932,9.776837896026624,97.76812541211429,977.6558779633496,9773.999605051213,2166389.9923888887,949166.597720961
13176210,2.49247221,3939.2231526,0.9780466747563794,9.780464253683917,97.80439312807896,978.01896961131,9777.6725256151,2159903.529461566,955523.7853209608
13176505,2.46531832,3915.40990289,0.9678561230085724,9.678557440848184,96.78519544608572,967.8140195371302,9674.3075947504,2309118.707644442,810183.0268790057
13176749,2.46531832,3927.69696618,0.970062664811022,9.700623160538743,97.00588281388838,970.0239146006968,9696.713033477852,2281820.5649847984,836693.8617790057
13176976,2.46531832,3920.33,0.9725500607697124,9.72549744711238,97.25465838286154,972.5149451835993,9721.955453838837,2248125.7653147066,869496.3012329252
13177081,2.49200682,3920.33,0.9748302894458326,9.74830002041025,97.4827127734297,974.7983587753588,9745.080532027165,2214098.4528967584,902703.6642277654
13177099,2.49200682,3920.33,0.9766799601281404,9.766796949565247,97.66770430116551,976.6505006683736,9763.827644103234,2183962.974841417,932175.1702626004
13178276,2.31716847,3765.85623606,0.9686271777565224,9.68626809513233,96.86231267092076,968.5862615155546,9682.13853753903,2299962.974841417,819237.2980824999
13178397,2.31716847,3765.85623606,0.9742332219756372,9.74232927212962,97.42299793175656,974.2004734712172,9739.02697780811,2223447.8611991275,893741.944225495
13178724,2.2703809,3751.89,0.9769994172743378,9.769991558598502,97.69965414912818,976.9703754137704,9767.064526594482,2178626.7855315707,937569.9364730216
13178816,2.29322316,3757.20414462,0.9770962585448422,9.77095998258998,97.70933951783682,977.067342130864,9768.045649086192,2176957.0017485423,939205.0724496652
13178987,2.31620466,3757.20414462,0.9786599343490676,9.786596918996633,97.865726720707,978.6330004061664,9783.88324906634,2148959.620349975,966645.0724496652
